ZAI;INP_ID;INP_NOM_ENT;INP_CHEZ_ENT;INP_RUE_ENT;INP_NPA_ENT;INP_LOC_ENT;INP_CANTON_SIEGE_ENT;INP_PAYS_SIEGE_ENT;INP_FORME_JURIDIQUE_ENT;INP_CODE_FORME_JURIDIQUE_ENT;INP_LANG_ENT;INP_SIEGE_ENT;INP_IDE;REF_IDE;REF_NOM_ENT;REF_CANTONAL_ID;MATCHING_DISTANCES;MATCHING_WEIGHT;;REMARQUE OIPM;RECHERCHE NO IDE  ;ANNONCER à L'IDE;PROBLEMES DIVERS;;
SNB+DVT;15675;Société des Fusiliers;Jean-Pierre Chapalay;Chemin de la Cure 9;1092;Belmont-sur-Lausanne;VD;CH;association;109;Français;Belmont-sur-L.;;104154453;Société de Laiterie;101631190;0.6190476190476191|1.0;0.873015873;;pas RC;rien trouvé;OUI;;;
SNB;57057;Cartons du Coeur de Lausanne;;Rue de Genève 52;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;157942644;Cartons du Coeur;101563361;0.5714285714285714|1.0;0.857142857;;pas RC;CHE-157.942.644;NON;;;
SNB+DVT;16328;Association La Chapelle de Clarens;c/o Mme Franziska Reist;Route de Vevey 12;1807;Blonay;VD;CH;association;109;Français;Montreux;;347437630;Association La Batailles des livres;101441461;0.6857142857142857|1.0;0.895238095;;pas RC;rien trouvé;OUI;;;
SNB;44868;Théâtre du Moulin-Neuf;;Rue de la Gare 7;1860;Aigle;VD;CH;association;109;Français;Aigle;;378815573;Théâtre du projecteur;101533993;0.5909090909090908|1.0;0.863636364;;pas RC;CHE-288.605.491;NON;;;
SNB;57478;Association Groupe Scout de Plantour;M. Claude-Alain Rechsteiner;Rue de la Poterlaz 4;1844;Villeneuve VD;VD;CH;association;109;Français;Aigle;;418599975;Association Commerciale de Gland;101451098;0.5833333333333333|1.0;0.861111111;;pas RC;rien trouvé;OUI;;;
SNB;57480;Association des Amis de l'EMS Bellevue à Begnins;c/o M. Gilbert Thonney;Route de Tartegnin 2;1182;Gilly;VD;CH;association;109;Français;Begnins;;347784913;Association des Amis de Jacques Roman;101463461;0.5833333333333333|1.0;0.861111111;;pas RC;rien trouvé;OUI;;;
DVT;64293;Fondation Louis Spiro;;Chalet le Mazoz;1884;Huémoz;VD;CH;fondation;110;Français;Ollon;;114523612;Fondation Louis Saugy;101445951;0.8095238095238095|1.0;0.936507937;;pas RC;rien trouvé;OUI;;;
SNB;23937;Association vaudoise des écoles privées (A.V.D.E.P.);;Case postale 1215;1001;Lausanne;VD;CH;association;109;Français;Lausanne;;101783109;Association Vaudoise des Ecrivains (Ave);101571003;0.6153846153846154|1.0;0.871794872;;pas RC;CHE-383.794.416;NON;;;
SNB;20793;Société de développement de la Forclaz, Association;;Case postale 21;1866;La Forclaz VD;VD;CH;association;109;Français;Ormont-D.sous;;100713690;Société de développement d'Ecoteaux en liquidation;101576405;0.6274509803921569|1.0;0.875816993;;pas RC;rien trouvé;OUI;;;
SNB;25102;Association Le Home Chez Nous;c/o M. Joseph Coquoz;Rue de Saint-Jean 23;1203;Genève Secteur de dist.;VD;CH;association;109;Français;Lausanne;;419184281;Association Fem Do Chi Vaud;101607386;0.6551724137931034|1.0;0.885057471;;pas RC;CHE-106.763.918;NON;vu avec dvt, siège IDE Mont-s/Lsne, siège fiscal Lausanne;;
SNB;57547;Association Esther pour le Burkina-Faso;c/o M. Olivier Fivat;Chemin de Florency 10;1007;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;113670771;Association un lieu pour la danse;101587694;0.5641025641025641|1.0;0.854700855;;pas RC;rien trouvé;OUI;;;
SNB;33504;Association Vivre la Ferme;;Case postale 40;1523;Granges-près-Marnand;VD;CH;association;109;Français;Valbroye;;477716590;Association Terre Ferme;101625794;0.7692307692307692|1.0;0.923076923;;pas RC;rien trouvé;OUI;;;
SNB;58192;Association vaudoise pour la médiation de voisinage (asMéd-VD);;;1000;Lausanne;VD;CH;association;109;Français;Lausanne;;104038143;Association Suisse pour la Navigation du Rhône au Rhin;101536730;0.5806451612903225|1.0;0.860215054;;pas RC;rien trouvé;OUI;;;
SNB;39660;Association Agapé-Roumanie;c/o Mme Marie-Rose Clerc;Chemin du Bois-Gentil 54;1018;Lausanne;VD;CH;association;109;Français;Lausanne;;434717500;Association I Lake Lausanne;101607944;0.6296296296296297|1.0;0.87654321;;pas RC;rien trouvé;OUI;;;
DVT;47748;Fondation de famille Karlen;;Avenue Félix- Cornu 32 bis;1802;Corseaux;VD;CH;fondation;110;Français;Corseaux;;110385699;Fondation de famille Rochat;101486049;0.7777777777777778|1.0;0.925925926;;pas RC;rien trouvé;OUI;;;
SNB;60068;Association Le Savoir au Village;c/o Mme Sophia Corsi;Rue de l' Ancien Stand 44;1820;Montreux;VD;CH;association;109;Français;Montreux;;350468720;Association Fête au Village;101511737;0.71875|1.0;0.90625;;pas RC;rien trouvé;OUI;;;
SNB;60070;Association La Maison des Enfants au Sénégal;c/o Mme Jocelyne Bretton;Chemin des Pêcheurs 6;1166;Perroy;VD;CH;association;109;Français;Perroy;;108615890;"Association ""La Barque des Enfants""";101419526;0.6136363636363636|1.0;0.871212121;;pas RC;rien trouvé;OUI;;;
SNB;60081;Association Golden Bridge;c/o MM. Verdier et Larrain;Chemin du Trabandan 51;1006;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;478726616;Association Malley Plage;101572091;0.6799999999999999|1.0;0.893333333;;pas RC;rien trouvé;OUI;;;
SNB;58396;Association du Musée des Arts et des Sciences de Sainte-Croix;Musée des Arts et Sciences;Avenue des Alpes 10;1450;Ste-Croix;VD;CH;association;109;Français;Sainte-Croix;;232723931;Association pour l'Ecole de Cirque de Sainte-Croix;101647971;0.6065573770491803|1.0;0.868852459;;pas RC;rien trouvé;OUI;;;
SNB;60936;Association Heidi's friends;c/o Mme Yuko Spitteler;Chemin des Travers-Bancs 10;1092;Belmont-sur-Lausanne;VD;CH;association;109;Français;Belmont-sur-L.;;273972839;Association Heidi's Friends;101435035;0.962962962962963|1.0;0.987654321;;pas RC;CHE-273.972.839;NON;;;
SNB;61391;Association Offrir un toit;;Chemin de la Dranse 3;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;352048748;Association Sourires pour tous;101619562;0.6666666666666667|1.0;0.888888889;;pas RC;rien trouvé;OUI;;;
SNB;62649;Association EartH & Humans;;Case postale 74;1010;Lausanne;VD;CH;association;109;Français;Lausanne;;112203705;Association santé en mouvement;101578175;0.6333333333333333|1.0;0.877777778;;pas RC;CHE-112.395.697;NON;ok dvt;;
SNB;65350;Association SPort'ouverte;;Rue de Genève 95;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;399113169;Association Pirouette;101485061;0.76|1.0;0.92;;pas RC;CHE-310.691.677;NON;;;
SNB;67823;Association classes de cordes;c/o Mme Noëlle Reymond;Chemin des Jonquilles 19;1020;Renens VD;VD;CH;association;109;Français;Renens VD;;274057927;Association Eclats de Parole;101464208;0.6896551724137931|1.0;0.896551724;;pas RC;rien trouvé;OUI;;;
SNB;67830;Association Ensemble de Joux;c/o M. Jean Desmeules;Rue de la Golisse 22;1347;Le Sentier;VD;CH;association;109;Français;Le Sentier;;339345368;Association ensemble baBel;101599520;0.7142857142857143|1.0;0.904761905;;pas RC;CHE-247.523.298;NON;;;
SNB;69201;Association CCRT-Editorial;;Chemin des Abeilles 12;1010;Lausanne;VD;CH;association;109;Français;Lausanne;;108613388;Association Acti-Vita;101614910;0.6153846153846154|1.0;0.871794872;;pas RC;rien trouvé;OUI;;;
SNB;70808;Association d'encre et de plomb;Avenue de la Gare 34;Case postale 48;1022;Chavannes-près-Renens;VD;CH;association;109;Français;Chavannes-p-R.;;101662210;Association Open Art et Sport;101559083;0.6451612903225806|1.0;0.88172043;;pas RC;rien trouvé;OUI;;;
SNB;24019;"Association ""Des Artistes pour des Enfants]";;Case Postale 22;1066;Epalinges;VD;CH;association;109;Français;Epalinges;;108615890;"Association ""La Barque des Enfants""";101419526;0.627906976744186|1.0;0.875968992;;pas RC;rien trouvé;OUI;;;
SNB;30945;Association de la cabane du Rio de l'Enfer;c/o M. Gilles Bovard;Avenue Bergières 36;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Bourg/Lavaux;;169853409;Association de la Maison du Dessin de Presse;101471433;0.6363636363636364|1.0;0.878787879;;pas RC;rien trouvé;OUI;;;
SNB;45278;Association routière vaudoise - ARV;p.a. Centre Patronal;Case postale 1215;1001;Lausanne;VD;CH;association;109;Français;Paudex;;109294185;Association Charcuterie vaudoise AOC/IGP;101595452;0.65|1.0;0.883333333;;pas RC;rien trouvé;OUI;;;
SNB;19869;Fédération Suisse de Gymnastique Section de Montreux;c/o M. Olivier Gruaz;Ch. d' Entre-deux-Villes 3B;1802;Corseaux;VD;CH;association;109;Français;Montreux;;155487965;Fédération Suisse de Gymnastique section Le Lieu;101475777;0.8461538461538461|1.0;0.948717949;;pas RC;rien trouvé;OUI;;;
SNB+DVT;34301;Tennis-Club Forel-Savigny;;Case postale 38;1073;Savigny;VD;CH;association;109;Français;Savigny;;113531572;Tennis-Club Mies-Tannay;101475729;0.64|1.0;0.88;;pas RC;rien trouvé;OUI;;;
SNB;26304;Association des Propriétaires Riverains des Lacs Vaudois;Fidexaudit S.A.;Ch. Mornex 2, Case 598;1001;Lausanne;VD;CH;association;109;Français;Lausanne;;114504394;Association des Propriétaires fôrestiers du Triage du Buron;101441751;0.6440677966101696|1.0;0.881355932;;pas RC;rien trouvé;OUI;;;
SNB;25167;Association des Amis du Rachy;c/o GBEU de Suisse Romande;Avenue de Provence 4;1007;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;104176785;Association des Amis de la Cité;101599294;0.7741935483870968|1.0;0.924731183;;pas RC;rien trouvé;OUI;;;
SNB;25374;Société Cynologique du Mauremont;c/o M. Eric Sansonnens;Chemin du Couchant 24;1007;Lausanne Secteur de dist.;VD;CH;association;109;Français;Cossonay;;113497194;Société Cynologique Yverdon et Environs;101635480;0.6153846153846154|1.0;0.871794872;;pas RC;rien trouvé;OUI;;;
SNB;59267;Association charitable de Christ Church Lausanne;Christ Church Office;Avenue Floréal 3;1006;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;101780312;Association des Marchands de Chaussures de Lausanne;101613122;0.607843137254902|1.0;0.869281046;;pas RC;rien trouvé;OUI;;;
SNB+DVT;59270;Société de Tir La Gâchette du Seyvaux;c/o M. Didier Bardet;Route de Riaux 13;1584;Villars-le-Grand;VD;CH;association;109;Français;Vully-les-Lacs;;113500100;Société de tir de Glion-Veytaux;101541472;0.5675675675675675|1.0;0.855855856;;pas RC;rien trouvé;OUI;;;
SNB+DVT;29990;Communauté catholique Romaine de Leysin;;Case postale;1854;Leysin;VD;CH;association;109;Français;Leysin;;405875048;Communauté catholique de Gland;101441563;0.641025641025641|1.0;0.88034188;;pas RC;rien trouvé;OUI;;;
SNB+DVT;36554;Association des Protestants de Leysin;c/o M. André Hefti;Place Large / Case Postale 65;1854;Leysin;VD;CH;association;109;Français;Leysin;;103693351;Association des Parents d'Eleves;101426627;0.6486486486486487|1.0;0.882882883;;pas RC;rien trouvé;OUI;;;
SNB;15051;Association des Amis de la Chotte;c/o M. Dominique Marrer;Baumgartenstrasse 5;8108;Dällikon;VD;CH;association;109;Français;Bullet;;104176785;Association des Amis de la Cité;101599294;0.8787878787878788|1.0;0.95959596;;pas RC;rien trouvé;OUI;;;
SNB+DVT;39614;Eglise Evangélique La Fraternelle;c/o Mme Françoise Huguelet;Chemin de la Fontaine 6 C;1260;Nyon;VD;CH;association;109;Français;Nyon;;405898003;Eglise Evangélique La Margelle;101534624;0.8484848484848485|1.0;0.949494949;;pas RC;rien trouvé;OUI;;;
SNB;41666;Association de soutien du groupe Marsens;c/o M. Nicolas Khatanassian;;1610;Châtillens;VD;CH;association;109;Français;Chexbres;;109952924;Association de soutien au théâtre RIKIKO;101621354;0.65|1.0;0.883333333;;pas RC;rien trouvé;OUI;;;
SNB;60074;Association Calcutta : Ecoles et Santé;;Chemin de Chantemerle 4;1024;Ecublens VD;VD;CH;association;109;Français;Ecublens VD;;485127711;Association Multisite des Ecoles de Musique;101521405;0.5581395348837209|1.0;0.852713178;;Fin 2011 + pas RC;Néant;NON;;;
SNB;55079;Association fermexplore;c/o Mme Janine Zwahlen;Route de La Plantaz 10;1035;Bournens;VD;CH;association;109;Français;Bournens;;109520950;Association Terre-Mère;101473604;0.7391304347826086|1.0;0.913043478;;pas RC;rien trouvé;OUI;;;
SNB;57401;Association Arts & Paix;c/o Natalja Rjumin Girardet;Route de Taillepied 61;1095;Lutry;VD;CH;association;109;Français;Lausanne;;100851820;Association Artefax;101623954;0.7391304347826086|1.0;0.913043478;;pas RC;CHE-102.440.735;NON;;;
SNB;58212;La Compagnie Überrunter;c/o M. Tiago Ventura;Chemin du Chermiaux 34;1806;St-Légier-La Chiésaz;VD;CH;association;109;Français;St-Lég.-La-Ch.;;354798493;La Compagnie du Cledar;101468054;0.6086956521739131|1.0;0.869565217;;pas RC;CHE-244.758.480;NON;;;
SNB;68882;Association Théâtre 2.21;;Rue de l' Industrie 10;1005;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;312504651;Association Théâtre K;101542040;0.8333333333333334|1.0;0.944444444;;pas RC;rien trouvé;OUI;;;
SNB+DVT;60197;Eglise Evangélique La Promesse, Payerne;Z.I. La Palaz;Route de Bussy 24;1530;Payerne;VD;CH;association;109;Français;Payerne;;112251963;Eglise Evangélique Lazare / de Reveil;101522193;0.641025641025641|1.0;0.88034188;;pas RC;rien trouvé;OUI;;;
SNB;71904;Association Dyspra'Quoi ?;c/o Mme Corinne Masson Friedli;Chemin des Mélèzes 24B;1197;Prangins;VD;CH;association;109;Français;Prangins;;136622435;Association Starmusic;101498211;0.6|1.0;0.866666667;;pas RC;rien trouvé;OUI;;;
SNB;19540;Société d'Abbaye des Menhirs;c/o M. Stéphane Pointet;Au Village 47;1426;Corcelles-près-Concise;VD;CH;association;109;Français;Corcelles-p-C.;;197265318;Société d'alpage le Mont;101555497;0.6071428571428572|1.0;0.869047619;;pas RC;rien trouvé;OUI;;;
SNB+DVT;19864;Football Club d'Arnex s/Orbe;c/o M. Tristan Bovet;Chemin des Ecoliers 12;1350;Orbe;VD;CH;association;109;Français;Arnex-sur-Or.;;113505327;Football-Club de Rolle;101437744;0.6071428571428572|1.0;0.869047619;;pas RC;rien trouvé;OUI;;;
SNB;31647;Association des Amis du Musée d'Yverdon et Région;;Case postale 48;1401;Yverdon-les-Bains;VD;CH;association;109;Français;Yverdon-les-B.;;113247467;Association des Amis du Musée des Beaux-Arts de Lausanne;101550161;0.625|1.0;0.875;;pas RC;rien trouvé;OUI;;;
SNB+DVT;32961;Association de la Chapelle de Bel-Air;;Ch. Chapelle 10 / Vernand;1033;Cheseaux-sur-Lausanne;VD;CH;association;109;Français;Lausanne;;108234387;Association de la Garderie de Dorigny;101530723;0.6486486486486487|1.0;0.882882883;;pas RC;rien trouvé;OUI;;;
SNB;60713;Association Les Fulgurantes du Pied du Jura;c/o M. Pierre Bertschi;Chemin de la Léchère 5;1128;Reverolle;VD;CH;association;109;Français;Reverolle;;299300400;Association Parents d'élèves du Plateau du Jorat;101474224;0.5625|1.0;0.854166667;;pas RC;rien trouvé;OUI;;;
SNB;60728;Association des Amis de Charles-Albert Cingria;;Avenue Belles-Roches 2;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;104176785;Association des Amis de la Cité;101599294;0.6086956521739131|1.0;0.869565217;;pas RC;rien trouvé;OUI;;;
SNB;54742;Association Truite Léman ATL;;Case postale 88;1131;Tolochenaz;VD;CH;association;109;Français;Tolochenaz;;112592795;Association Truite-Léman;101572561;0.8214285714285714|1.0;0.94047619;;pas RC;CHE-112.592.795;NON;vu avec dvt, siège IDE Lully, siège fiscal Tolochenaz;;
SNB+DVT;57758;Association de la Chapelle de Niédens;c/o M. Antoine Potterat;Niédens-Dessous 4;1462;Yvonand;VD;CH;association;109;Français;Yvonand;;108234387;Association de la Garderie de Dorigny;101530723;0.6756756756756757|1.0;0.891891892;;pas RC;rien trouvé;OUI;;;
SNB;58395;"Association de la garderie ""Les Crayons d'Couleurs""";;La Place 3;1418;Vuarrens;VD;CH;association;109;Français;Vuarrens;;107488301;Association de la Garderie les P'tits Bonshommes;101468565;0.6274509803921569|1.0;0.875816993;;pas RC;rien trouvé;OUI;ok dvt;;
DVT;65532;Fondation en faveur des églises protestantes du Mozambique;Départ. missionnaire Romand;Chemin des Cèdres 5;1004;Lausanne Secteur de dist.;VD;CH;fondation;110;Français;Lausanne;;115991306;Fondation d'Edition des Eglises Protestantes Romandes (FEEPR);101598866;0.5573770491803278|1.0;0.852459016;;pas RC;rien trouvé;OUI;;;
SNB;66163;Association Mizarasoa (AMI);;Route des Sagnes 1;1348;Le Brassus;VD;CH;association;109;Français;Le Brassus;;342386089;Association Bazar de Nuit;101581910;0.5925925925925926|1.0;0.864197531;;pas RC;rien trouvé;OUI;;;
SNB;68519;Association AtheMae-Cabot'ins;Ferme des Cabot'ins;Champ de Vaud 2;1375;Penthéréaz;VD;CH;association;109;Français;Penthéréaz;;104402697;Association Alter-Native;101666177;0.6206896551724138|1.0;0.873563218;;pas RC;CHE-444.368.832;NON;ok dvt / adresse IDE FR Siège fiscal Penthéréaz;;
SNB+DVT;61012;Association Société de Tir La Détente;M. André Pasche;Route des Channes 32;1076;Ferlens VD;VD;CH;association;109;Français;Ferlens VD;;272651781;Association Société de Musique la Lyre & l'Espérance;101662067;0.5769230769230769|1.0;0.858974359;;pas RC;rien trouvé;OUI;;;
SNB+DVT;61013;Société de Tir Les Patriotes du Jorat;Stand de Tir;;1061;Villars-Mendraz;VD;CH;association;109;Français;Jorat-Menthue;;293028323;Société de Tir Aux Armes de Guerre;101501101;0.5945945945945945|1.0;0.864864865;;pas RC;rien trouvé;OUI;;;
SNB+DVT;61015;Association Section des Pêcheurs de Croy;J.P. Curchod Société Vaudoise;Rue de la Gare 21;1321;Arnex-sur-Orbe;VD;CH;association;109;Français;Croy;;111743152;Association des Fêtes de Vevey;101425361;0.575|1.0;0.858333333;;pas RC;rien trouvé;OUI;;;
SNB;45276;Association romande des fleuristes;p.a. Centre Patronal;Case postale 1215;1001;Lausanne;VD;CH;association;109;Français;Paudex;;101780683;Association Romande des Fleuristes;101644904;0.9411764705882353|1.0;0.980392157;;pas RC;CHE-101.780.683;NON;;;
SNB;15522;Société d'Agriculture de Baulmes;c/o M. Jacques Deriaz;Chemin-Neuf;1446;Baulmes;VD;CH;association;109;Français;Baulmes;;308750572;Société d'Apiculture de l'Orbe;101691612;0.75|1.0;0.916666667;;pas RC;rien trouvé;OUI;;;
SNB;15589;Fédération Suisse de Gymnastique;FSG Section de Pully;Case postale 386;1009;Pully;VD;CH;association;109;Français;Pully;;106752843;Fédération Internationale de Gymnastique;101615618;0.7|1.0;0.9;;pas RC;rien trouvé;OUI;;;
SNB+DVT;61113;Société de l'Abbaye des Siernes Picaz;c/o Mme Catherine Pilet;Route du Vieux-Pont 13;1658;La Tine;VD;CH;association;109;Français;Rougemont;;100218166;Société de l'Hôtel des Salines SA;101463795;0.6216216216216216|1.0;0.873873874;;pas RC;rien trouvé;OUI;;;
SNB+DVT;61114;Société de la Chapelle des Avants;c/o M. Jean Francey;Route des Narcisses 40;1833;Les Avants;VD;CH;association;109;Français;Montreux;;103661747;Société de la Grande Salle de Savuit;101618816;0.6388888888888888|1.0;0.87962963;;pas RC;rien trouvé;OUI;;;
SNB+DVT;61118;Paroisse Catholique Saint-Pierre;;Rue du Jura 14 - C.P. 351;1030;Bussigny;VD;CH;association;109;Français;Bussigny;;190867344;Paroisse Catholique de Clarens;101429377;0.65625|1.0;0.885416667;;pas RC;rien trouvé;OUI;;;
DVT;61144;Fondation de famille Ghiringhelli;;Rue de la Gare 11;1860;Aigle;VD;CH;fondation;110;Français;Aigle;;110385699;Fondation de famille Rochat;101486049;0.6666666666666667|1.0;0.888888889;;pas RC;rien trouvé;OUI;;;
SNB+DVT;67065;Eglise Evangélique de Chable-Croix;;Case postale 454;1860;Aigle;VD;CH;association;109;Français;Aigle;;108243831;Eglise Evangélique de Villard;101572273;0.7058823529411764|1.0;0.901960784;;pas RC;Rien trouvé;OUI;;;
SNB+DVT;67838;Eglise Evangélique de Sainte-Croix;;Rue de France 4;1450;Ste-Croix;VD;CH;association;109;Français;Sainte-Croix;;108243831;Eglise Evangélique de Villard;101572273;0.7058823529411764|1.0;0.901960784;;pas RC;rien trouvé;OUI;;;
SNB+DVT;40494;Association catholique romaine de St-Sulpice;c/o M. F.-Peter Giesinger;Chemin du Pâqueret 24C;1025;St-Sulpice VD;VD;CH;association;109;Français;St-Sulpice VD;;104028995;Association pr le Foyer Paroissial de St-Sulpice;101642332;0.6458333333333333|1.0;0.881944444;;pas RC;rien trouvé;OUI;;;
SNB+DVT;58310;Confrérie des fontaines du hameau du Pré;c/o M. Jean-Jacques Burri;Route du Pré 18;1660;Les Moulins;VD;CH;association;109;Français;Château-d'Oex;;102393716;Confrerie des Fontaines du Hameau de Flendruz;101492157;0.7555555555555555|1.0;0.918518519;;pas RC;rien trouvé;OUI;;;
SNB;65560;Association des Journées de la Schizophrénie;c/o M. Karim Bouzourène;Chemin de Montéclard 16;1066;Epalinges;VD;CH;association;109;Français;Lausanne;;295655790;Association des Musées de la Riviera;101450775;0.6590909090909092|1.0;0.886363636;;pas RC;rien trouvé;OUI;;;
